hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1178.9973417249466,1501.6718368368065,237.9293157817916
3,1322.45008067103,1452.0569714643534,232.69337278440457
6,1354.0793558766818,1447.36895814671,233.08416699276896
12,1386.851651736753,1423.0755137164015,230.71933027225893
24,1416.6366435872897,1427.6296430754076,231.66115428418988
48,1450.2534615925751,1420.9944886763594,230.1603209089006
