hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1134.9367524193603,1471.9563656013115,235.14976220447016
3,1262.4468320409565,1453.2813540834434,233.41531019911199
6,1325.3332888596738,1448.6347189604396,233.91368906480872
12,1364.5359732359302,1437.4265958143837,231.70255499166328
24,1403.8648295035673,1436.0229242708147,231.10458356151915
48,1433.9022284712037,1418.2175295556628,230.66400331324908
