hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1147.9859326981825,1484.9324812839932,236.33100623813
3,1235.064297019012,1491.6035596971667,244.6273016826356
6,1284.1054684949568,1467.5119898056776,236.73195987596796
12,1333.8817249724948,1449.3895861184494,232.2490537649592
24,1384.75108781684,1429.505016899558,229.07723925491626
48,1431.4056444045495,1409.6768871153417,227.45532804656557
