hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1077.735714973538,1533.0554465303878,239.9877796626236
3,1202.5435466324684,1563.6002080906724,253.87280114796104
6,1269.615120001902,1518.748077257971,243.94005345387296
12,1315.7572610993657,1447.23141175198,235.3555783975674
24,1351.5604286289058,1429.73892969213,233.52093739731276
48,1381.167906342393,1425.906336911611,232.68244215797668
