hr,LB_per_hr,UB_per_hr,CI_per_hr
1,970.7301833216607,1762.411604076489,277.1764492879405
3,1154.3214183498285,1480.3264394968307,236.8511330266192
6,1252.9555227142805,1474.806165544686,236.99549143893975
12,1309.7841828586888,1455.4045971073717,233.94833790561154
24,1352.0735214089116,1449.1942302327793,235.46145044501233
48,1383.7895391958962,1423.9743209057153,230.51116808717353
