iter,LB,time
1,0.0,2.1331229209899902
2,0.0,3.3317978382110596
3,0.0,4.047185897827148
4,0.0,4.788380861282349
5,0.0,5.542578935623169
6,0.0,6.347092866897583
7,0.0,7.1970789432525635
8,0.0,8.067198038101196
9,0.0,9.224886894226074
10,0.0,10.528846979141235
11,0.0,11.525080919265747
12,0.0,12.629974842071533
13,0.0,13.689980030059814
14,0.000150759361827707,14.638252973556519
15,0.00024315526074221048,15.662354946136475
16,0.00024315526074221092,16.685752868652344
17,0.00024315526074221092,17.751976013183594
18,0.00024315526074221092,18.7287859916687
19,0.00024315526074221092,19.762749910354614
20,0.0003106965324595739,20.829632997512817
21,0.08540506503439715,21.90779685974121
22,0.6371435208150675,23.01058292388916
23,0.6374612007881719,24.05888795852661
24,0.6437769012350572,25.056095838546753
25,5.0600136337134085,26.162946939468384
26,6.168116517650624,27.642351865768433
27,6.920360682490076,28.749719858169556
28,12.22114627574361,29.830034017562866
29,28.77662088723018,30.946460008621216
30,29.817013357783146,32.104254961013794
31,223.98337509559002,33.233752965927124
32,224.05950289999626,34.40914297103882
33,238.68968718184755,35.496201038360596
34,238.81727429185128,36.66620683670044
35,860.1712384915154,37.759148836135864
36,915.1594199178373,38.96168899536133
37,930.9134897872642,40.14526700973511
38,935.641720520013,41.34768295288086
39,1048.079710331237,42.49564790725708
40,1086.0129958117373,43.65196394920349
41,1106.8368713564246,44.816120862960815
42,1301.2108294825894,45.98061990737915
43,1307.25484815828,47.1603319644928
44,1318.0013446014873,48.420804023742676
45,1718.8221542338288,49.68157196044922
46,1726.0156522690277,50.956347942352295
47,1966.6027216145387,52.17208290100098
48,2003.666933559341,53.48233890533447
49,2017.078236727902,54.78258299827576
50,2322.4204147092287,56.385682821273804
51,2359.9656023040197,57.7249538898468
52,2401.8824149650018,59.093660831451416
53,2410.9433420178098,60.43643403053284
54,2415.506852178139,61.77912092208862
55,2506.2067108700844,63.104480028152466
56,2588.470349605033,64.43850994110107
57,2798.0977619820487,65.79358291625977
58,2872.536563495451,67.2330379486084
59,2922.078575565703,68.68968391418457
60,2922.726844494562,70.09635305404663
61,3021.6699466530017,71.54265189170837
62,3025.4271839828343,72.89893698692322
63,3059.75896045858,74.36527800559998
