hr,LB_per_hr,UB_per_hr,CI_per_hr
1,11757.33192301804,20139.423861528838,1308.5007408806994
3,13522.555298427858,19116.778079618216,1251.3243146016994
6,14084.966277742846,18412.266761554067,1252.5794211700604
