hr,LB_per_hr,UB_per_hr,CI_per_hr
1,321.7381719764113,1114.9113829032622,235.60457052271224
3,452.1086833161634,1044.9698273553106,220.32785116964945
6,517.4764714472088,1143.2981223983384,317.11928102225556
