x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
450,475,477,478,478,478,481,482,484,484,476,472,405,252,187,159,156,151,182,161,170,163,19,0
5,6,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,4,5,6,5,4,3,0
913,1311,1312,1312,1312,1312,1312,1312,1312,1311,1310,1291,1119,725,492,356,335,293,292,226,200,218,16,0
