x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
2764,3047,3042,3036,3028,3023,3018,3021,3018,3003,2964,2705,2125,1460,977,646,582,510,578,675,518,478,75,0
51,75,126,125,126,125,126,126,125,125,79,112,91,58,38,30,21,21,26,37,36,17,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
