x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
11934,12492,12492,12493,12495,12499,12500,12499,12505,12506,12493,12412,11862,10338,9445,6388,3112,2507,2198,1651,1723,1763,112,0
5,3,6,6,7,3,2,5,3,1,2,13,69,135,37,76,85,13,87,217,6,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
