x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
531,2300,505,412,578,364,398,432,659,731,1044,1038,946,1519,779,566,567,410,489,518,846,956,854,1011,1031,1585,592,513,561,456,485,646,1184,1199,715,903,823,1157,639,565,414,398,520,610,820,882,523,673,681,828,319,361,416,356,378,507,826,631,17,0
16,32,34,28,26,13,23,20,21,19,14,5,16,13,19,24,25,20,24,19,21,15,7,24,19,24,31,33,20,21,17,16,21,18,11,22,18,22,26,23,17,17,28,17,19,17,11,35,22,31,22,27,22,21,25,17,23,20,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
