hr,LB_per_hr,UB_per_hr,CI_per_hr
1,3208.611103184193,31888.53422695349,1994.5989225687379
3,5351.605940308339,28418.103535610462,1766.624111253739
6,7348.653826254075,25536.907347056724,1612.8528017582864
