x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
1140,1259,1255,1266,1268,1266,1267,1270,1272,1272,1266,1266,1269,1268,1267,1265,1265,1265,1265,1270,1271,1271,1266,1266,1268,1266,1262,1256,1258,1253,1260,1261,1269,1271,1265,1260,1240,1182,1047,1003,990,973,982,1018,1056,1055,1078,908,763,575,424,316,289,316,320,361,419,333,99,0
8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,6,6,7,8,7,8,6,6,6,6,5,3,4,5,3,3,3,3,3,3,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
