x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1471,1542,1537,1535,1530,1529,1527,1528,1519,1518,1495,1330,986,693,505,327,319,289,340,357,293,292,62,0
33,34,34,34,34,33,34,34,33,33,32,28,24,15,11,9,7,7,10,14,11,7,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
