x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
8,37,36,36,44,29,50,73,93,159,43,127,386,551,222,89,99,27,31,35,90,302,9,26,153,207,47,24,48,32,39,76,136,393,9,46,103,435,67,49,64,34,28,40,147,294,12,44,206,1167,158,57,33,22,51,125,188,359,4,0
6,16,15,16,7,14,12,35,61,171,63,80,132,132,130,45,42,8,10,20,51,167,17,25,134,49,12,22,16,7,17,46,109,193,23,47,85,189,35,37,28,12,9,32,118,112,37,27,143,193,80,15,11,11,13,56,147,187,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
