hr,LB_per_hr,UB_per_hr,CI_per_hr
1,22111.004102862844,42287.84895707474,2162.0815324920927
3,26061.530304587894,41698.38191082063,2102.3955819061753
6,27677.133606179257,40104.236683794974,2046.9628100317998
