x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1208,1461,1456,1461,1457,1442,1444,1460,1465,1464,1453,1402,1128,776,448,331,303,323,322,418,493,335,77,0
30,31,31,30,30,30,30,31,31,31,31,30,26,18,14,11,8,6,8,10,16,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
