x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
2185,2329,2324,2321,2315,2313,2310,2309,2298,2296,2269,2067,1581,1094,783,486,459,424,489,548,428,393,75,0
49,67,70,70,70,69,69,70,69,69,67,63,49,34,21,14,10,10,13,21,19,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
