hr,LB_per_hr,UB_per_hr,CI_per_hr
1,22007.32719399224,57685.789928544116,2729.06724925789
3,22052.275616964394,58839.03902440569,2683.4097138348357
6,22052.275616964394,57643.59255752573,2647.8833816045326
