hr,LB_per_hr,UB_per_hr,CI_per_hr
1,18873.698585666498,57113.61735489203,2601.2008095225724
3,18873.698585666498,55766.85465103001,2538.567574086154
6,18873.698585666498,56487.72621523643,2615.1033692498645
