x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96
354,360,362,363,362,364,367,368,369,368,365,367,367,362,361,357,358,357,363,363,364,367,365,366,366,363,356,358,360,362,365,368,367,369,367,366,367,367,363,360,358,359,362,365,367,368,362,366,364,364,360,355,359,360,362,362,362,368,364,363,363,365,352,349,352,355,355,350,358,363,360,347,341,324,308,318,289,297,300,314,315,317,321,271,256,197,197,184,171,174,194,190,224,183,64,0
9,4,3,2,3,2,3,2,1,2,3,1,1,1,1,3,5,4,1,1,2,1,2,2,2,1,4,2,2,2,3,2,3,1,2,2,2,1,3,3,3,4,2,1,2,1,3,2,4,2,4,5,3,2,2,4,4,1,2,2,3,3,7,11,3,3,2,6,4,1,3,15,11,11,6,3,7,6,4,5,4,3,7,14,6,8,5,7,11,9,15,7,6,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
