x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1370,1449,1454,1450,1444,1442,1448,1440,1448,1450,1434,1342,1066,783,435,372,335,375,409,502,440,366,70,0
41,2,2,3,6,3,4,6,3,3,6,12,58,24,44,42,13,16,31,105,27,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
