x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120
11,28,24,21,30,28,33,55,74,542,11,30,118,260,49,66,35,35,23,26,52,261,12,48,200,180,94,34,34,42,50,31,109,133,8,23,25,445,64,46,66,38,42,21,66,236,8,53,146,168,200,50,38,39,30,38,57,204,8,25,37,49,53,46,37,29,35,35,93,210,8,25,33,107,114,199,51,79,43,80,70,247,8,12,131,411,183,86,92,19,23,21,86,64,10,56,64,153,32,32,23,31,68,73,71,200,14,43,129,1411,35,33,218,54,43,54,72,493,9,0
9,14,10,7,11,23,5,25,57,213,17,23,68,63,23,17,15,11,4,9,35,153,43,42,129,101,28,9,25,11,29,11,92,131,8,14,16,149,37,19,27,15,18,20,56,183,9,46,49,62,85,14,9,9,14,15,53,162,12,19,38,54,21,18,9,10,10,19,53,158,7,12,12,26,51,82,24,30,17,32,76,194,5,18,95,173,59,50,29,11,10,13,83,90,17,20,31,120,31,23,9,11,27,24,62,166,15,71,98,191,15,21,100,27,20,32,67,142,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
