x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1535,1934,1936,1937,1936,1936,1939,1940,1942,1942,1930,1911,1647,1086,655,558,514,452,491,390,369,363,40,0
11,11,38,52,100,100,90,80,35,16,19,27,34,44,52,33,33,30,25,22,19,21,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
