hr,LB_per_hr,UB_per_hr,CI_per_hr
1,825.5548936935188,1686.952214727221,291.7575468508596
3,953.1154655279988,1886.8606865394102,255.8066758712707
6,953.1154655279988,1976.1696862133897,290.3479493412527
