hr,LB_per_hr,UB_per_hr,CI_per_hr
1,3763.9077939406197,14480.405541333026,1145.6921566454969
3,5252.412143176387,13067.926287609973,1024.0843074389998
6,5911.238998824482,13953.711179561871,1100.4865323335068
