hr,LB_per_hr,UB_per_hr,CI_per_hr
1,25145.099942053384,56949.182636397025,2647.1966819285894
3,31202.0354118056,54784.61673017148,2525.1072835925906
6,33062.98901876845,54943.35208518816,2577.4676037711392
