hr,LB_per_hr,UB_per_hr,CI_per_hr
1,15671.368163933794,43873.601443453925,2166.2096160912574
3,15671.368163933794,42125.72046794681,2101.3766242326683
6,15671.368163933794,42580.715299076626,2134.082288094867
