hr,LB_per_hr,UB_per_hr,CI_per_hr
1,10552.464382910055,18214.343196505433,1206.6835430632702
3,11700.865088365606,19622.3401498536,1279.4526626927664
6,12614.101068020917,19568.209180918075,1318.048913367108
