x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
0,0,0,0,0,462,470,472,473,0,0,0,0,0,0,0,0,469,470,470,475,0,0,0,0,0,0,0,0,463,469,473,473,0,0,0,0,0,0,0,0,442,434,428,445,0,0,0,0,0,0,0,0,194,194,218,209,0,0,0
0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,3,4,4,2,0,0,0,0,0,0,0,0,8,10,29,6,0,0,0
464,466,465,463,463,0,0,0,0,476,474,473,473,470,470,467,469,0,0,0,0,476,474,473,474,469,471,469,469,0,0,0,0,475,474,473,472,471,462,446,446,0,0,0,0,461,447,417,347,297,228,195,215,0,0,0,0,203,59,0
