x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
936,944,942,939,941,946,949,952,957,960,957,955,956,957,955,953,952,955,954,957,957,960,957,956,957,955,949,935,932,933,932,937,948,954,950,944,929,911,869,828,819,774,791,790,796,825,850,799,616,523,424,337,302,322,310,380,335,310,74,0
12,2,2,3,3,3,4,3,1,1,2,2,2,1,1,3,5,3,4,2,3,1,2,2,3,2,4,3,3,7,6,4,4,2,4,8,9,8,11,9,11,11,12,7,7,10,3,8,16,20,14,17,10,7,7,30,12,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
