hr,LB_per_hr,UB_per_hr,CI_per_hr
1,21996.232290427073,57441.08554614148,2717.9107441843435
3,24229.763666913477,54310.46906128957,2517.7884334419864
6,27423.73556287703,55042.29415204302,2545.984307634682
