hr,LB_per_hr,UB_per_hr,CI_per_hr
1,3721.0308343586703,38918.87941161265,2234.6835947374416
3,6298.635141219275,34697.33895078296,2055.7450040397052
6,8537.5936857193,35452.087500499496,2071.051426604451
