x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
568,1661,519,478,460,321,360,414,611,870,646,700,682,646,590,329,328,287,371,437,643,506,23,0
61,115,70,59,66,54,46,37,50,66,28,86,52,48,98,57,54,50,45,46,66,66,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
