x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
480,650,652,648,642,643,647,649,654,656,650,596,548,360,228,193,189,211,215,240,286,246,75,0
140,2,2,2,6,5,3,2,1,1,2,31,14,24,14,13,19,16,8,23,33,5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
