x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
760,861,856,861,858,856,856,869,869,868,858,822,683,478,261,208,190,220,221,300,346,245,59,0
11,12,12,11,11,11,11,12,12,12,12,11,10,7,6,5,4,3,4,6,5,5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
