x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
843,4748,901,779,914,614,782,998,1860,2091,2086,1822,1690,1493,644,426,427,395,435,412,522,489,25,0
21,34,26,29,35,17,29,21,18,21,8,21,24,22,15,22,21,24,26,25,17,14,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
