x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96
6,12,28,28,28,24,34,59,72,191,7,23,24,35,45,38,28,28,33,32,39,108,255,54,198,141,51,36,24,32,29,42,150,350,7,25,366,315,99,33,45,37,38,111,80,142,9,18,97,274,44,50,68,31,32,35,103,257,7,32,51,949,35,107,50,76,28,27,104,250,9,26,356,259,258,112,85,52,82,138,123,230,8,36,58,86,32,53,35,34,38,78,189,228,6,0
3,6,5,14,3,9,8,26,65,162,12,19,15,6,21,19,17,10,12,17,32,131,131,26,61,102,38,27,14,10,10,25,79,238,18,68,167,88,53,17,17,6,10,70,97,135,11,36,92,117,21,11,16,9,12,10,63,160,6,18,19,234,21,57,29,53,15,17,66,186,13,21,124,105,161,79,42,21,23,33,109,188,25,36,44,55,12,14,5,15,14,87,164,215,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
