hr,LB_per_hr,UB_per_hr,CI_per_hr
1,18931.022417751796,42852.86440550851,2208.9332076953306
3,19615.80642365851,44096.66341599892,2199.024575042238
6,19615.80642365851,43570.4988841048,2203.670044469582
