x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1465,1536,1531,1529,1524,1523,1521,1522,1513,1513,1489,1324,980,691,503,326,319,288,340,356,293,292,62,0
33,34,34,34,34,33,34,34,33,33,32,28,24,16,11,9,7,7,10,14,11,7,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
