x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0,0,0,0,0,321,322,326,323,0,0,0,0,0,0,0,0,135,123,151,169,0,0,0
0,0,0,0,0,5,5,2,4,0,0,0,0,0,0,0,0,14,21,20,7,0,0,0
306,322,324,325,326,0,0,0,0,328,327,315,308,219,170,137,147,0,0,0,0,154,52,0
