hr,LB_per_hr,UB_per_hr,CI_per_hr
1,1256.745779764791,1616.85299323864,251.16668788134677
3,1418.2533254393902,2313.4250587375113,331.2357410456635
6,1418.2533254393902,2079.52966326527,302.0203996913007
