iter,LB,time
1,0.0,0.9851291179656982
2,0.0,0.9851291179656982
3,0.0,1.025810956954956
4,0.0,2.9682791233062744
5,0.0,3.5087890625
6,0.0,4.054296016693115
7,0.0,4.608873128890991
8,0.0,5.172392129898071
9,0.0,18.732764959335327
10,0.0,18.732764959335327
11,0.0,18.732821941375732
12,0.0,20.954620122909546
13,0.0,22.667654991149902
14,0.0,24.508368968963623
15,0.0,26.327404975891113
16,0.0,29.038227081298828
17,0.0,36.572076082229614
18,0.0,36.572076082229614
19,0.0,36.572115898132324
20,0.0,39.06425905227661
21,0.0,41.46806502342224
22,11.300572357108889,43.9122850894928
23,20.832241338854885,46.34064292907715
24,21.001133803537172,48.770819902420044
25,21.001133803537194,51.37851691246033
26,21.001133803537194,53.98795509338379
27,21.001133803537194,56.52417492866516
28,21.001133803537194,63.966793060302734
29,21.001133803537194,63.966793060302734
30,27.151379876173266,63.96683096885681
31,45.70434541520886,66.87556290626526
32,55.85884433906615,69.86130404472351
33,64.02444075037754,72.82937812805176
34,64.44512794988039,75.74732112884521
35,66.51413241227694,78.671217918396
36,66.70620328102271,81.64885210990906
37,66.88804321282916,84.71388792991638
38,67.02981439847906,87.85056900978088
39,86.86570855080595,90.85330295562744
40,127.85924252913884,94.84674406051636
41,131.06024397211007,97.94097900390625
42,137.28130560302586,101.13294696807861
43,144.76062771538906,104.19821000099182
44,145.479326764187,107.35025095939636
45,156.31611687789598,110.49245500564575
46,163.93679781222318,113.59940505027771
47,198.93945784196552,116.75270009040833
48,229.71283797350478,119.85103511810303
49,231.34703267380937,123.14496493339539
50,241.419920800132,126.50397396087646
51,282.757229287569,130.78139996528625
52,300.0998081574832,134.0530240535736
53,305.81616887817194,137.34076189994812
54,308.92165276293207,140.65242195129395
55,329.81897136247034,144.04104804992676
56,332.4820640769493,147.4312229156494
57,367.42684484869176,150.799418926239
58,382.94973874372425,154.1024739742279
59,383.1590290834975,157.53412508964539
60,383.271973124228,161.02467894554138
61,395.4261798644776,165.3857409954071
62,406.5089806425174,168.75378894805908
63,417.3456535725768,172.2786021232605
64,433.01782284034437,175.82399010658264
65,471.09376474234637,179.33870792388916
66,480.0567535156487,182.89040398597717
67,484.84187650848145,186.4756419658661
68,526.3348020902868,189.99189805984497
69,593.5860384141677,193.59710693359375
70,608.2196991604562,197.17788290977478
71,618.7510422536809,200.48411011695862
72,632.4710098179775,204.95727109909058
73,684.4466012650237,208.8126699924469
74,684.6488950210639,212.5340371131897
75,755.3083219302213,216.25634813308716
76,762.0381244540987,219.74982905387878
77,775.9030574886777,223.46658492088318
78,786.3176972246413,227.2263491153717
79,804.3181579726689,230.8004879951477
80,860.5147699319346,234.49203610420227
81,888.1151623595574,238.11532711982727
82,896.3358616091236,242.74226999282837
83,936.7106880915696,246.59030199050903
84,945.4716803297728,250.45169496536255
85,949.3620863439769,253.98775792121887
86,967.7004777152285,257.6285901069641
87,1062.008564703398,261.40917205810547
88,1067.5061949861838,265.16768312454224
89,1067.5990761228063,269.05469703674316
