iter,time
1,0.4418060779571533
2,0.022530078887939453
3,0.02715897560119629
4,0.007381916046142578
5,0.0010728836059570312
6,0.0021250247955322266
7,0.003715991973876953
8,0.02257084846496582
9,0.09449219703674316
10,0.11294198036193848
11,0.0004489421844482422
12,0.0004999637603759766
13,0.016017913818359375
14,0.02224111557006836
15,0.01190495491027832
16,0.005342960357666016
17,0.0026540756225585938
18,0.0008859634399414062
19,0.0009829998016357422
20,0.0029878616333007812
21,0.010127067565917969
22,0.0892021656036377
23,0.04004096984863281
24,0.004858970642089844
25,0.08013105392456055
26,0.030889034271240234
27,0.025999069213867188
28,0.004614114761352539
29,0.002783060073852539
30,0.0006151199340820312
31,0.0009160041809082031
32,0.0006330013275146484
33,0.022027015686035156
34,0.1205129623413086
35,0.062293052673339844
36,0.06099820137023926
37,0.025104999542236328
38,0.04543495178222656
39,0.006369113922119141
40,0.0026302337646484375
41,0.0023229122161865234
42,0.003039836883544922
43,0.004266023635864258
44,0.005463838577270508
45,0.009351968765258789
46,0.043337106704711914
47,0.018600940704345703
48,0.013849973678588867
49,0.10773801803588867
50,0.06008005142211914
51,0.008239984512329102
52,0.0027680397033691406
53,0.005027055740356445
54,0.0028209686279296875
55,0.0033500194549560547
56,0.0020449161529541016
57,0.010055065155029297
58,0.08719110488891602
59,0.0753328800201416
60,0.006255149841308594
61,0.0272519588470459
62,0.02967691421508789
63,0.016691923141479492
64,0.0013499259948730469
65,0.0017900466918945312
66,0.0006239414215087891
67,0.0015377998352050781
68,0.005562782287597656
69,0.011363983154296875
70,0.03006601333618164
71,0.03608202934265137
72,0.021060943603515625
73,0.142287015914917
74,0.05001521110534668
75,0.01981210708618164
76,0.004084110260009766
77,0.003598928451538086
78,0.0026290416717529297
79,0.002444028854370117
80,0.007449150085449219
81,0.010339021682739258
82,0.035675048828125
83,0.02555108070373535
84,0.005502939224243164
85,0.13440203666687012
86,0.006453037261962891
87,0.020032882690429688
88,0.004457950592041016
89,0.002938985824584961
90,0.0013229846954345703
91,0.003741025924682617
92,0.0054018497467041016
93,0.006623029708862305
94,0.0015828609466552734
95,0.012911081314086914
96,0.0024919509887695312
97,0.0006530284881591797
98,0.004504203796386719
99,0.001363992691040039
100,0.020940065383911133
101,0.00017905235290527344
102,0.00025081634521484375
103,0.00010919570922851562
104,0.08064007759094238
105,0.02847909927368164
106,0.07587313652038574
107,0.005774974822998047
108,0.0018579959869384766
109,0.002196073532104492
110,0.011281967163085938
111,0.0025010108947753906
112,0.002897977828979492
113,0.0018231868743896484
114,0.0018529891967773438
115,6.4849853515625e-5
116,0.0008609294891357422
117,0.0020818710327148438
118,0.024847984313964844
119,0.001664876937866211
120,0.0009429454803466797
121,0.0016431808471679688
122,0.002056121826171875
123,8.916854858398438e-5
124,0.00017404556274414062
125,0.018290996551513672
126,0.1481800079345703
127,0.0029060840606689453
128,0.007596015930175781
129,0.003255128860473633
130,0.002405881881713867
131,0.0005178451538085938
132,0.00016498565673828125
133,0.0001709461212158203
134,0.004878044128417969
135,0.0018799304962158203
136,0.03338003158569336
137,0.0009219646453857422
138,0.008135080337524414
139,0.002268075942993164
140,0.003036022186279297
141,0.00017023086547851562
142,0.00039196014404296875
143,0.0003399848937988281
144,0.0021300315856933594
145,5.1975250244140625e-5
146,0.005920886993408203
147,0.010856866836547852
148,0.10953116416931152
149,0.002613067626953125
150,0.005455970764160156
151,0.0033118724822998047
152,0.0015180110931396484
153,0.0008950233459472656
154,0.001104116439819336
155,0.0043849945068359375
156,0.0007030963897705078
157,0.0015950202941894531
158,0.0010190010070800781
159,0.012547016143798828
160,0.0049130916595458984
161,0.0013921260833740234
162,0.0004398822784423828
163,0.001338958740234375
164,0.0015840530395507812
165,0.00016999244689941406
166,0.0001201629638671875
167,9.298324584960938e-5
168,0.007398843765258789
169,0.0011029243469238281
170,0.006927967071533203
171,0.0025861263275146484
172,0.001146078109741211
173,0.0002899169921875
174,0.00023412704467773438
175,0.0001850128173828125
176,0.0003600120544433594
177,0.0012118816375732422
178,0.012733936309814453
179,0.0317080020904541
180,0.00013494491577148438
181,0.00010895729064941406
182,0.00020599365234375
183,9.489059448242188e-5
184,8.916854858398438e-5
185,0.006959199905395508
186,0.00030303001403808594
187,0.0006868839263916016
188,0.00012493133544921875
189,0.0006399154663085938
190,0.0005300045013427734
191,0.0038590431213378906
192,0.002660989761352539
193,0.008005142211914062
194,0.00902700424194336
195,0.0025238990783691406
196,0.02489614486694336
197,0.0039560794830322266
198,0.0003058910369873047
199,0.0007112026214599609
200,0.0012679100036621094
201,0.0003352165222167969
202,0.0013589859008789062
203,0.0016989707946777344
204,0.013721942901611328
205,0.0029189586639404297
206,0.0025849342346191406
207,0.005296945571899414
208,0.02227497100830078
209,0.004908084869384766
210,0.0001761913299560547
211,0.0003161430358886719
212,0.0012371540069580078
213,0.0013499259948730469
214,0.0014069080352783203
215,0.0009891986846923828
216,0.0038208961486816406
217,0.0015881061553955078
218,0.001196146011352539
219,0.0032880306243896484
220,0.0018889904022216797
221,0.0029859542846679688
222,0.0002949237823486328
223,0.0005109310150146484
224,0.002276897430419922
225,0.0018391609191894531
226,0.0008301734924316406
227,0.0026428699493408203
228,0.0018510818481445312
229,0.0008819103240966797
230,0.0012290477752685547
231,0.001210927963256836
232,0.003429889678955078
233,0.0014150142669677734
234,0.0005860328674316406
235,0.0003209114074707031
236,0.0004150867462158203
237,0.0009770393371582031
238,0.00074005126953125
239,0.001371145248413086
240,0.0005168914794921875
241,0.0005481243133544922
242,0.002162933349609375
243,0.004909992218017578
244,0.0049440860748291016
245,0.0046770572662353516
246,0.0015039443969726562
247,0.0011420249938964844
248,0.0005629062652587891
249,0.000492095947265625
250,0.0006439685821533203
251,0.0010571479797363281
252,0.0006549358367919922
253,0.0005860328674316406
254,0.002585172653198242
255,0.04771590232849121
256,0.07703113555908203
257,8.511543273925781e-5
258,0.0001800060272216797
259,0.00023293495178222656
260,0.00016808509826660156
261,0.00013184547424316406
262,0.0007171630859375
263,5.698204040527344e-5
264,5.3882598876953125e-5
265,0.00011897087097167969
266,0.0002028942108154297
267,8.487701416015625e-5
268,9.703636169433594e-5
269,0.0002760887145996094
270,0.01747298240661621
271,0.00012993812561035156
272,0.000125885009765625
273,0.0010280609130859375
274,0.00197601318359375
275,0.0016682147979736328
276,0.0004961490631103516
277,0.0001361370086669922
278,0.0008940696716308594
279,0.0025730133056640625
280,0.0035729408264160156
281,0.0049839019775390625
282,0.005009889602661133
283,0.00015807151794433594
284,0.00043582916259765625
285,0.00016808509826660156
286,0.0007319450378417969
287,0.0005388259887695312
288,0.0001881122589111328
289,0.0001251697540283203
290,0.014434099197387695
291,0.0004360675811767578
292,0.0007028579711914062
293,0.0009140968322753906
294,0.00664520263671875
295,0.00011396408081054688
296,0.00026702880859375
297,0.00018310546875
298,0.00018095970153808594
299,0.006533145904541016
300,0.001547098159790039
301,0.0019941329956054688
302,0.0009458065032958984
303,0.003155946731567383
304,0.0036199092864990234
305,0.004580020904541016
306,0.003780841827392578
307,0.00039196014404296875
308,0.0006918907165527344
309,0.00046706199645996094
310,0.001058816909790039
311,0.0006518363952636719
312,0.00045299530029296875
313,0.014549970626831055
314,0.0008878707885742188
315,0.0011661052703857422
316,0.0011279582977294922
317,0.0012080669403076172
318,0.002521038055419922
319,0.00030112266540527344
320,0.0002491474151611328
321,0.0012819766998291016
322,0.0007340908050537109
323,0.0011539459228515625
324,0.0017211437225341797
325,0.0005300045013427734
326,0.0005731582641601562
327,0.005101919174194336
328,0.0007598400115966797
329,0.0004382133483886719
330,0.0004000663757324219
331,5.698204040527344e-5
332,2.6941299438476562e-5
333,0.00015211105346679688
334,2.5987625122070312e-5
335,6.103515625e-5
336,0.00016117095947265625
337,0.0001430511474609375
338,0.0007259845733642578
339,0.00041794776916503906
340,0.00013589859008789062
341,0.0015039443969726562
342,0.0016222000122070312
343,0.0033597946166992188
344,0.000988006591796875
345,0.0011248588562011719
346,9.989738464355469e-5
347,0.000164031982421875
348,0.00024509429931640625
349,0.0001251697540283203
350,0.0002620220184326172
351,0.00026297569274902344
352,0.00035190582275390625
353,0.00045680999755859375
354,0.0009398460388183594
355,0.00045013427734375
356,0.0003528594970703125
357,0.0011200904846191406
358,9.918212890625e-5
359,0.0004608631134033203
360,0.00026917457580566406
361,0.0019860267639160156
362,0.0011658668518066406
363,0.00047516822814941406
364,0.00014090538024902344
365,0.0002510547637939453
366,0.0027251243591308594
367,0.0016739368438720703
368,0.0017139911651611328
369,0.002017974853515625
370,0.00016498565673828125
371,0.0002110004425048828
372,0.0005919933319091797
373,0.0007319450378417969
374,0.00043487548828125
375,0.0009701251983642578
376,0.0011148452758789062
377,0.0006699562072753906
378,0.00345611572265625
379,0.0015709400177001953
380,0.00191497802734375
381,0.0007998943328857422
382,0.00018787384033203125
383,0.0009720325469970703
384,0.00041103363037109375
385,0.00011420249938964844
386,0.0006420612335205078
387,0.0009138584136962891
388,0.0003159046173095703
389,0.0006048679351806641
390,0.001222848892211914
391,0.000598907470703125
392,0.00019598007202148438
393,0.0001990795135498047
394,0.0001399517059326172
395,0.00014901161193847656
396,0.002053976058959961
397,0.00029087066650390625
398,0.0007450580596923828
399,0.0005860328674316406
400,0.0017709732055664062
401,0.0012979507446289062
402,0.0009849071502685547
403,0.002707958221435547
404,0.001605987548828125
405,0.0025110244750976562
406,0.001291036605834961
407,0.003097057342529297
408,0.0026090145111083984
409,0.0004780292510986328
410,0.00028896331787109375
411,0.0005280971527099609
412,0.0022029876708984375
413,0.014667034149169922
414,0.0008218288421630859
415,0.0014150142669677734
416,0.0012259483337402344
417,0.0004811286926269531
418,0.00028395652770996094
419,0.000186920166015625
420,0.0004591941833496094
421,0.0001239776611328125
422,0.0014770030975341797
423,0.0018379688262939453
424,0.001847982406616211
425,0.0006480216979980469
426,0.0012900829315185547
427,0.0007510185241699219
428,0.0002529621124267578
429,0.0011069774627685547
