x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
438,458,463,456,456,459,460,463,465,465,463,464,466,462,457,455,454,457,455,460,465,467,464,464,464,463,463,456,455,457,453,457,462,466,459,458,430,443,412,386,380,388,391,395,394,391,391,312,291,263,208,187,186,183,181,209,253,220,79,0
23,5,1,5,4,2,2,2,1,1,3,2,1,4,6,3,4,4,4,2,1,1,3,1,2,1,3,5,2,4,4,3,2,1,3,5,18,9,6,11,10,3,7,5,12,3,3,48,12,31,31,17,9,12,12,13,18,5,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
