hr,LB_per_hr,UB_per_hr,CI_per_hr
1,0.0,9.119870843815152e6,15764.780355503011
3,0.0,9.119870843815152e6,15764.780355503011
6,0.0,9.119870843815152e6,15764.780355503011
12,0.0,9.119870843815152e6,15764.780355503011
24,0.0,9.119870843815152e6,15764.780355503011
48,0.0,9.119870843815152e6,15764.780355503011
