hr,LB_per_hr,UB_per_hr,CI_per_hr
1,0.0,8.739871962119278e6,15422.91158682074
3,0.0,8.741698263882965e6,15406.702115776909
6,0.0,8.741698263882965e6,15406.702115776909
12,0.0,8.741698263882965e6,15406.702115776909
24,0.0,8.741698263882965e6,15406.702115776909
48,0.0,8.741698263882965e6,15406.702115776909
