hr,LB_per_hr,UB_per_hr,CI_per_hr
1,0.0,9.036690439923432e6,15682.526370871305
3,0.0,3.894316716807747e6,10924.922634193113
6,0.0,3.9029011698415712e6,10870.578933697652
12,0.0,3.9029011698415712e6,10870.578933697652
24,0.0,3.9029011698415712e6,10870.578933697652
48,0.0,3.9029011698415712e6,10870.578933697652
